AH2011;Educação;Lazer;Negócios;Refeição;Saúde
2058;0.0;0.0;0.0;6.0;0.0
2060;31.0;4.0;7.0;60.0;0.0
2061;1.0;3.0;0.0;9.0;0.0
2062;1.0;0.0;0.0;6.0;1.0
2063;5.0;0.0;0.0;11.0;3.0
2064;1.0;0.0;0.0;6.0;2.0
2065;1.0;0.0;2.0;10.0;1.0
2066;1.0;0.0;2.0;27.0;1.0
2067;7.0;1.0;1.0;17.0;0.0
2068;11.0;3.0;2.0;32.0;0.0
2069;3.0;0.0;5.0;22.0;0.0
2070;9.0;0.0;2.0;24.0;0.0
2071;182.0;40.0;41.0;265.0;13.0
2072;67.0;15.0;15.0;160.0;5.0
2073;50.0;14.0;10.0;98.0;5.0
21001;27.0;4.0;32.0;138.0;21.0
21002;36.0;14.0;11.0;74.0;1.0
21003;1.0;0.0;0.0;1.0;0.0
21004;32.0;7.0;11.0;84.0;11.0
21005;36.0;9.0;12.0;90.0;1.0
21006;9.0;0.0;7.0;17.0;2.0
21008;36.0;4.0;8.0;96.0;2.0
21009;39.0;8.0;13.0;150.0;0.0
21010;6.0;1.0;1.0;37.0;0.0
21011;26.0;7.0;2.0;59.0;1.0
21012;16.0;3.0;3.0;71.0;4.0
21013;0.0;0.0;0.0;10.0;0.0
21014;0.0;0.0;0.0;23.0;0.0
21015;5.0;0.0;0.0;7.0;0.0
21017;2.0;0.0;0.0;3.0;0.0
21018;9.0;2.0;0.0;34.0;5.0
21019;3.0;2.0;1.0;6.0;0.0
21020;17.0;1.0;4.0;64.0;2.0
21021;21.0;4.0;6.0;81.0;0.0
21022;5.0;4.0;1.0;23.0;1.0
21023;13.0;0.0;2.0;40.0;3.0
21024;3.0;1.0;1.0;12.0;0.0
21026;15.0;1.0;4.0;39.0;0.0
21027;2.0;1.0;2.0;27.0;1.0
21028;14.0;3.0;2.0;19.0;0.0
21029;4.0;1.0;2.0;6.0;0.0
21030;23.0;1.0;4.0;17.0;4.0
21031;8.0;1.0;2.0;21.0;1.0
21032;23.0;6.0;3.0;73.0;0.0
22101;42.0;8.0;11.0;94.0;10.0
22102;2.0;1.0;0.0;11.0;0.0
22103;1.0;2.0;5.0;33.0;1.0
23301;10.0;2.0;4.0;34.0;0.0
23302;18.0;1.0;4.0;43.0;2.0
23303;0.0;0.0;2.0;13.0;0.0
23304;6.0;4.0;4.0;19.0;2.0
23306;9.0;1.0;0.0;16.0;0.0
24101;49.0;14.0;21.0;122.0;15.0
24102;12.0;3.0;5.0;27.0;0.0
24103;6.0;1.0;0.0;29.0;0.0
24104;1.0;0.0;0.0;8.0;1.0
24105;5.0;2.0;2.0;25.0;1.0
24106;4.0;0.0;2.0;19.0;0.0
24107;2.0;0.0;0.0;7.0;0.0
24108;3.0;0.0;1.0;11.0;0.0
24109;9.0;2.0;0.0;21.0;0.0
24110;2.0;0.0;1.0;6.0;0.0
24112;1.0;0.0;0.0;1.0;0.0
25001;8.0;4.0;6.0;65.0;3.0
25002;0.0;0.0;1.0;2.0;0.0
25003;1.0;1.0;0.0;0.0;0.0
25101;9.0;1.0;2.0;10.0;0.0
25201;0.0;0.0;0.0;5.0;1.0
25202;0.0;0.0;0.0;4.0;0.0
25203;0.0;0.0;0.0;4.0;0.0
26001;15.0;3.0;15.0;54.0;3.0
26002;5.0;2.0;1.0;12.0;0.0
26003;0.0;0.0;0.0;1.0;0.0
26005;3.0;0.0;0.0;11.0;2.0
26006;6.0;0.0;7.0;33.0;0.0
27001;30.0;6.0;10.0;93.0;11.0
27002;0.0;0.0;0.0;3.0;0.0
29001;14.0;2.0;14.0;49.0;8.0
29002;3.0;0.0;4.0;5.0;0.0
29003;1.0;4.0;0.0;8.0;0.0
29005;0.0;0.0;0.0;1.0;0.0
29007;5.0;0.0;0.0;7.0;0.0
29008;1.0;1.0;0.0;0.0;0.0
29101;7.0;2.0;3.0;22.0;3.0
29102;0.0;0.0;0.0;2.0;0.0
29103;1.0;0.0;0.0;5.0;0.0
29104;1.0;0.0;0.0;4.0;0.0
29105;8.0;3.0;4.0;56.0;0.0
30001;9.0;4.0;3.0;41.0;0.0
30002;42.0;12.0;71.0;140.0;16.0
30003;23.0;3.0;14.0;95.0;1.0
30004;80.0;28.0;91.0;301.0;47.0
30005;14.0;2.0;13.0;47.0;0.0
30006;21.0;5.0;13.0;65.0;3.0
30007;0.0;0.0;1.0;0.0;0.0
30008;1.0;1.0;1.0;5.0;0.0
3001;27.0;12.0;19.0;127.0;23.0
3002;5.0;1.0;0.0;11.0;0.0
3003;6.0;1.0;0.0;4.0;0.0
3004;7.0;0.0;3.0;20.0;3.0
3005;24.0;2.0;3.0;76.0;8.0
3006;21.0;5.0;3.0;39.0;8.0
3007;0.0;0.0;0.0;5.0;0.0
3008;0.0;0.0;0.0;18.0;0.0
3009;4.0;2.0;3.0;42.0;0.0
30101;7.0;2.0;2.0;46.0;1.0
30102;2.0;0.0;0.0;2.0;0.0
3011;0.0;0.0;0.0;8.0;0.0
3012;2.0;0.0;0.0;12.0;0.0
3013;8.0;3.0;1.0;16.0;3.0
3015;5.0;0.0;0.0;7.0;0.0
3016;18.0;4.0;4.0;86.0;0.0
3018;14.0;2.0;8.0;2.0;3.0
31001;22.0;7.0;8.0;69.0;13.0
31002;14.0;7.0;8.0;56.0;5.0
31003;0.0;0.0;0.0;11.0;1.0
32001;4.0;1.0;2.0;27.0;1.0
3201;1.0;2.0;0.0;4.0;0.0
3202;6.0;0.0;0.0;7.0;0.0
3204;1.0;0.0;0.0;1.0;0.0
3207;22.0;2.0;4.0;57.0;1.0
3208;0.0;0.0;0.0;1.0;0.0
32101;3.0;0.0;0.0;12.0;1.0
33001;5.0;0.0;8.0;6.0;1.0
33002;4.0;2.0;0.0;2.0;0.0
33009;0.0;0.0;0.0;3.0;0.0
3301;1.0;0.0;1.0;25.0;0.0
3305;0.0;2.0;0.0;3.0;1.0
3307;12.0;4.0;10.0;55.0;2.0
3308;1.0;0.0;0.0;4.0;0.0
3401;1.0;0.0;0.0;12.0;0.0
3402;2.0;0.0;0.0;18.0;0.0
3403;1.0;0.0;0.0;4.0;0.0
3501;0.0;0.0;0.0;2.0;0.0
4001;22.0;7.0;16.0;55.0;15.0
4002;7.0;7.0;5.0;77.0;2.0
4003;15.0;7.0;5.0;27.0;2.0
4004;20.0;8.0;5.0;51.0;3.0
4005;50.0;8.0;19.0;138.0;9.0
4006;25.0;5.0;13.0;106.0;8.0
4007;19.0;20.0;19.0;71.0;7.0
4008;0.0;0.0;0.0;6.0;0.0
4009;1.0;0.0;0.0;1.0;0.0
4010;0.0;0.0;0.0;1.0;0.0
4011;1.0;4.0;0.0;7.0;0.0
4013;5.0;2.0;5.0;35.0;3.0
4101;1.0;1.0;0.0;11.0;1.0
4102;0.0;0.0;0.0;1.0;0.0
4203;0.0;0.0;0.0;3.0;0.0
4301;0.0;0.0;0.0;5.0;0.0
4401;0.0;4.0;1.0;12.0;0.0
4403;1.0;2.0;1.0;3.0;0.0
5001;43.0;14.0;29.0;127.0;10.0
5002;66.0;5.0;18.0;94.0;4.0
5003;68.0;11.0;11.0;81.0;7.0
5004;54.0;11.0;10.0;87.0;7.0
5005;38.0;11.0;10.0;80.0;4.0
5006;81.0;9.0;20.0;146.0;8.0
5007;21.0;1.0;5.0;66.0;0.0
5008;95.0;15.0;3.0;120.0;3.0
5009;65.0;9.0;16.0;119.0;3.0
5010;216.0;28.0;30.0;282.0;16.0
5011;157.0;30.0;26.0;253.0;24.0
5012;15.0;1.0;4.0;29.0;0.0
5013;20.0;4.0;2.0;91.0;0.0
5014;36.0;6.0;2.0;53.0;2.0
5015;9.0;5.0;6.0;33.0;0.0
5016;61.0;10.0;8.0;129.0;3.0
5017;69.0;14.0;10.0;179.0;14.0
5018;69.0;6.0;10.0;147.0;13.0
5019;15.0;3.0;3.0;49.0;0.0
5020;143.0;19.0;60.0;480.0;93.0
5021;46.0;3.0;11.0;68.0;4.0
5022;62.0;9.0;25.0;149.0;10.0
5023;166.0;30.0;41.0;398.0;34.0
5024;2.0;11.0;22.0;85.0;1.0
5025;33.0;14.0;33.0;204.0;13.0
5026;19.0;8.0;10.0;95.0;2.0
5027;47.0;5.0;15.0;112.0;3.0
5028;71.0;13.0;18.0;293.0;14.0
5029;63.0;13.0;9.0;126.0;6.0
5030;55.0;17.0;19.0;189.0;2.0
5031;68.0;13.0;17.0;165.0;10.0
5032;37.0;10.0;11.0;138.0;11.0
5033;41.0;8.0;9.0;111.0;0.0
5034;38.0;7.0;7.0;62.0;1.0
5035;91.0;24.0;15.0;233.0;9.0
5036;37.0;6.0;7.0;77.0;2.0
5037;126.0;30.0;35.0;293.0;17.0
5038;121.0;23.0;17.0;125.0;9.0
5039;12.0;4.0;8.0;74.0;2.0
5040;148.0;26.0;13.0;224.0;7.0
5041;11.0;1.0;0.0;39.0;4.0
5043;99.0;8.0;15.0;238.0;15.0
5044;1.0;1.0;0.0;0.0;0.0
5045;1.0;0.0;0.0;3.0;0.0
5046;25.0;6.0;11.0;51.0;0.0
5047;3.0;1.0;0.0;10.0;0.0
5048;0.0;0.0;0.0;10.0;2.0
5049;20.0;2.0;0.0;15.0;1.0
5050;21.0;3.0;2.0;27.0;3.0
5051;10.0;2.0;2.0;30.0;1.0
5052;50.0;14.0;13.0;124.0;5.0
5053;42.0;3.0;8.0;73.0;0.0
5054;59.0;4.0;14.0;110.0;4.0
5056;40.0;5.0;10.0;133.0;3.0
5057;4.0;1.0;1.0;10.0;1.0
5058;8.0;0.0;0.0;21.0;1.0
5059;10.0;2.0;2.0;22.0;0.0
5060;1.0;0.0;0.0;1.0;0.0
5061;1.0;1.0;0.0;7.0;0.0
5062;10.0;1.0;2.0;15.0;1.0
5063;26.0;2.0;2.0;18.0;2.0
5301;37.0;14.0;59.0;409.0;11.0
5302;17.0;5.0;6.0;85.0;1.0
5303;26.0;5.0;21.0;262.0;29.0
5304;67.0;18.0;33.0;239.0;12.0
5305;16.0;6.0;6.0;47.0;0.0
5306;132.0;29.0;22.0;472.0;11.0
5307;55.0;16.0;16.0;130.0;6.0
5308;122.0;16.0;61.0;471.0;39.0
5309;151.0;11.0;21.0;203.0;4.0
5310;62.0;9.0;15.0;143.0;3.0
5311;77.0;15.0;37.0;163.0;12.0
5312;14.0;1.0;3.0;58.0;5.0
5313;111.0;16.0;24.0;234.0;14.0
5314;85.0;19.0;26.0;136.0;7.0
5315;102.0;18.0;22.0;295.0;9.0
5316;78.0;8.0;20.0;309.0;14.0
5317;54.0;9.0;20.0;95.0;2.0
5318;105.0;10.0;41.0;282.0;14.0
5319;49.0;6.0;16.0;123.0;0.0
5320;17.0;2.0;8.0;43.0;1.0
5321;83.0;8.0;20.0;130.0;36.0
5322;22.0;4.0;2.0;37.0;6.0
5323;165.0;14.0;42.0;231.0;82.0
5324;24.0;5.0;12.0;59.0;4.0
5325;185.0;17.0;84.0;539.0;95.0
5326;68.0;14.0;35.0;186.0;22.0
5327;41.0;5.0;5.0;66.0;8.0
5328;5.0;0.0;3.0;44.0;0.0
5329;55.0;12.0;17.0;131.0;2.0
5330;77.0;15.0;54.0;304.0;6.0
5331;57.0;11.0;11.0;153.0;7.0
5332;15.0;3.0;5.0;81.0;6.0
58001;11.0;0.0;5.0;11.0;0.0
58002;9.0;4.0;14.0;59.0;2.0
58003;3.0;0.0;0.0;11.0;0.0
58004;0.0;1.0;1.0;12.0;0.0
58005;1.0;1.0;1.0;11.0;0.0
58006;0.0;0.0;0.0;1.0;0.0
58101;5.0;0.0;1.0;11.0;0.0
58102;0.0;0.0;0.0;6.0;0.0
6001;22.0;9.0;25.0;104.0;5.0
6002;12.0;1.0;6.0;23.0;5.0
6003;3.0;2.0;0.0;12.0;0.0
6004;22.0;4.0;14.0;34.0;9.0
6005;3.0;1.0;1.0;18.0;1.0
6006;1.0;0.0;1.0;9.0;0.0
6007;1.0;1.0;0.0;3.0;0.0
6008;0.0;0.0;1.0;3.0;0.0
6009;0.0;0.0;0.0;2.0;0.0
6010;1.0;0.0;1.0;5.0;0.0
6011;2.0;0.0;1.0;4.0;0.0
6012;2.0;0.0;0.0;5.0;0.0
6014;18.0;4.0;6.0;58.0;2.0
6015;29.0;5.0;3.0;66.0;5.0
6016;22.0;2.0;4.0;39.0;1.0
6017;2.0;1.0;0.0;7.0;1.0
6018;23.0;4.0;1.0;51.0;0.0
6019;4.0;0.0;0.0;5.0;0.0
6020;0.0;0.0;1.0;1.0;0.0
6022;0.0;0.0;2.0;7.0;0.0
6023;4.0;1.0;2.0;10.0;0.0
6101;0.0;1.0;5.0;19.0;1.0
6102;5.0;2.0;1.0;24.0;3.0
6103;8.0;0.0;3.0;28.0;1.0
6104;9.0;3.0;6.0;39.0;3.0
6105;1.0;0.0;0.0;10.0;1.0
6201;2.0;1.0;0.0;12.0;0.0
6202;0.0;0.0;0.0;7.0;0.0
6203;1.0;0.0;0.0;7.0;0.0
7001;28.0;3.0;6.0;53.0;4.0
7002;28.0;2.0;30.0;92.0;13.0
7003;45.0;12.0;9.0;149.0;4.0
7004;45.0;19.0;13.0;122.0;1.0
7005;8.0;1.0;1.0;11.0;0.0
7006;72.0;9.0;17.0;182.0;5.0
7007;4.0;0.0;2.0;16.0;0.0
7008;45.0;11.0;7.0;101.0;6.0
7009;24.0;6.0;1.0;51.0;0.0
7010;1.0;0.0;0.0;1.0;0.0
7011;10.0;1.0;0.0;11.0;0.0
7012;1.0;1.0;3.0;7.0;0.0
7013;7.0;3.0;4.0;35.0;1.0
7014;29.0;4.0;11.0;39.0;6.0
7111;15.0;2.0;3.0;66.0;2.0
7112;56.0;7.0;17.0;231.0;4.0
7113;78.0;11.0;12.0;168.0;2.0
7114;40.0;8.0;10.0;109.0;2.0
7115;10.0;3.0;2.0;43.0;0.0
7117;17.0;5.0;1.0;69.0;1.0
8001;71.0;11.0;38.0;245.0;154.0
8002;20.0;2.0;12.0;71.0;0.0
8003;7.0;2.0;2.0;23.0;1.0
8004;0.0;0.0;1.0;5.0;0.0
8005;6.0;1.0;0.0;22.0;1.0
8006;21.0;5.0;5.0;83.0;2.0
8007;1.0;0.0;0.0;1.0;0.0
8009;9.0;1.0;1.0;10.0;0.0
8010;11.0;2.0;7.0;44.0;0.0
8011;16.0;6.0;4.0;78.0;4.0
8012;1.0;0.0;1.0;11.0;0.0
8013;3.0;0.0;1.0;6.0;0.0
9101;24.0;7.0;23.0;142.0;17.0
9102;2.0;0.0;0.0;9.0;2.0
9103;16.0;4.0;7.0;74.0;4.0
9104;0.0;1.0;0.0;11.0;2.0
9105;5.0;1.0;1.0;17.0;2.0
9106;4.0;0.0;1.0;20.0;2.0
9108;0.0;0.0;0.0;3.0;0.0
9109;3.0;0.0;1.0;7.0;0.0
9111;2.0;0.0;1.0;5.0;0.0
9113;1.0;0.0;1.0;14.0;0.0
9114;7.0;0.0;1.0;15.0;0.0
9115;3.0;2.0;2.0;3.0;0.0
9201;5.0;1.0;1.0;12.0;0.0
9202;1.0;0.0;2.0;5.0;0.0
9204;0.0;0.0;1.0;5.0;0.0
