MOTIVO_VIAGEM,MOTIVOS_PRIMARIOS,HORARIO_INICIO_VIAGEM,TEMPO_ENTRE_EMBARQUES,TEMPO_DESLOCAMENTO,AH_ORIGEM,AH_DESTINO,ID_VIAGEM,QTD_VIAGENS_IND
Residência,Residência,17.25,11.416666666666666,2.083333333333333,12001,5052,2,2
Saúde,Secundário,10.0,1.0,0.5833333333333334,5052,5017,1,2
Residência,Residência,11.0,23.0,0.5,5017,5052,2,2
Trabalho,Trabalho,6.0,12.0,0.6666666666666666,5052,2065,1,2
Residência,Residência,18.0,12.0,0.6666666666666666,2065,5052,2,2
Trabalho,Trabalho,6.0,11.166666666666666,0.6666666666666666,5326,5024,1,2
Residência,Residência,17.166666666666668,12.333333333333334,0.8333333333333334,5024,5326,2,2
Trabalho,Trabalho,5.5,9.5,1.3333333333333333,5326,1402,1,2
Residência,Residência,15.0,14.5,1.3333333333333333,1402,5326,2,2
Trabalho,Trabalho,6.0,2.1666666666666665,1.1666666666666667,5326,2029,1,2
Residência,Residência,8.166666666666666,21.83333333333333,1.4166666666666667,2029,5326,2,2
Trabalho,Trabalho,13.0,7.666666666666667,0.9166666666666666,5326,1069,1,2
Residência,Residência,20.666666666666668,16.333333333333332,0.9166666666666666,1069,5326,2,2
Saúde,Secundário,14.0,4.0,0.8333333333333334,5326,1007,1,2
Residência,Residência,18.0,20.0,0.8333333333333334,1007,5326,2,2
Trabalho,Trabalho,6.5,11.833333333333334,0.5,5326,1326,1,2
Residência,Residência,18.333333333333332,12.166666666666666,0.6666666666666666,1326,5326,2,2
Saúde,Secundário,8.0,3.0,0.5,5326,5301,1,2
Residência,Residência,11.0,21.0,0.4166666666666667,5301,5326,2,2
Trabalho,Trabalho,7.0,10.0,0.8333333333333334,5326,1148,1,2
Residência,Residência,17.0,14.0,0.8333333333333334,1148,5326,2,2
Trabalho,Trabalho,5.5,11.5,1.9166666666666667,1708,1029,1,2
Residência,Residência,17.0,12.5,3.083333333333333,1029,1708,2,2
Trabalho,Trabalho,5.0,9.5,0.5,5056,5061,1,2
Residência,Residência,14.5,14.5,0.4166666666666667,5061,5056,2,2
Trabalho,Trabalho,16.0,6.833333333333333,1.3333333333333333,5040,1415,1,2
Residência,Residência,22.833333333333332,17.166666666666668,1.15,1415,5040,2,2
Trabalho,Trabalho,5.5,10.5,3.0,15007,12022,1,2
Residência,Residência,16.0,13.5,3.0,12022,15007,2,2
Trabalho,Trabalho,5.5,10.5,3.0,15007,12027,1,2
Residência,Residência,16.0,13.5,3.0,12027,15007,2,2
Negócios,Secundário,12.0,1.3333333333333333,1.1666666666666667,5040,1306,1,2
Residência,Residência,13.333333333333334,23.666666666666668,0.9166666666666666,1306,5040,2,2
Negócios,Secundário,13.0,2.5,0.5833333333333334,5326,5023,1,2
Residência,Residência,15.5,21.5,0.1666666666666666,5023,5326,2,2
Trabalho,Trabalho,7.0,11.0,1.75,5326,1027,1,2
Residência,Residência,18.0,13.0,1.8333333333333333,1027,5326,2,2
Trabalho,Trabalho,6.0,10.0,1.0,5056,1070,1,2
Residência,Residência,16.0,14.0,1.1666666666666667,1070,5056,2,2
Trabalho,Trabalho,5.5,12.5,2.0,5040,1355,1,2
Residência,Residência,18.0,11.5,1.6666666666666667,1355,5040,2,2
Outros,Secundário,13.0,1.3666666666666667,0.6666666666666666,5040,5040,1,2
Residência,Residência,14.366666666666667,22.633333333333333,0.6333333333333333,5040,5040,2,2
Trabalho,Trabalho,7.0,10.0,0.5,5040,1725,1,2
Residência,Residência,17.0,14.0,0.9166666666666666,1725,5040,2,2
Trabalho,Trabalho,7.0,9.0,1.3833333333333333,5056,5038,1,2
Outros,Secundário,16.0,18.0,2.0,5038,5056,2,2
Saúde,Secundário,10.0,4.5,0.8333333333333334,5326,5325,1,2
Residência,Residência,14.5,19.5,1.3333333333333333,5325,5326,2,2
Saúde,Secundário,10.0,4.5,0.8333333333333334,5326,5325,1,2
Residência,Residência,14.5,19.5,1.3333333333333333,5325,5326,2,2
Trabalho,Trabalho,9.5,8.0,1.0,5326,5056,1,2
Residência,Residência,17.5,16.0,1.0,5056,5326,2,2
Trabalho,Trabalho,5.75,14.25,1.0833333333333333,5037,1118,1,2
Residência,Residência,20.0,9.75,1.0,1118,5037,2,2
Trabalho,Trabalho,7.333333333333333,10.166666666666666,0.5,5037,5025,1,2
Residência,Residência,17.5,13.833333333333334,1.0,5025,5037,2,2
Trabalho,Trabalho,7.0,11.5,1.9166666666666667,5040,1008,1,2
Residência,Residência,18.5,12.5,1.5,1008,5040,2,2
Trabalho,Trabalho,6.0,12.5,1.3333333333333333,5040,1410,1,2
Residência,Residência,18.5,11.5,2.0,1410,5040,2,2
Trabalho,Trabalho,10.5,7.166666666666667,1.3333333333333333,5040,1415,1,2
Residência,Residência,17.666666666666668,16.833333333333332,0.8333333333333334,1415,5040,2,2
Lazer,Secundário,13.833333333333334,3.1666666666666665,0.9166666666666666,5040,1027,1,2
Residência,Residência,17.0,20.83333333333333,2.9166666666666665,1027,5040,2,2
Lazer,Secundário,7.666666666666667,9.083333333333334,1.1666666666666667,5328,5056,1,2
Residência,Residência,16.75,14.916666666666666,1.75,5056,5328,2,2
Trabalho,Trabalho,6.333333333333333,10.666666666666666,1.6666666666666667,5328,1411,1,3
Outros,Secundário,17.0,0.5,0.5,1411,1009,2,3
Residência,Residência,17.5,12.833333333333334,1.0,1009,5328,3,3
Escola,Escola,5.333333333333333,7.0,1.6666666666666667,5040,1122,1,3
Escola,Escola,12.333333333333334,5.666666666666667,0.6666666666666666,1122,1026,2,3
Residência,Residência,18.0,11.333333333333334,2.0,1026,5040,3,3
Trabalho,Trabalho,6.25,11.75,1.8333333333333333,5040,1014,1,2
Residência,Residência,18.0,12.25,2.1,1014,5040,2,2
Trabalho,Trabalho,5.5,13.0,1.8833333333333333,5040,1035,1,2
Residência,Residência,18.5,11.0,2.5,1035,5040,2,2
Trabalho,Trabalho,6.166666666666667,11.166666666666666,0.8333333333333334,1708,15208,1,2
Residência,Residência,17.333333333333332,12.833333333333334,0.6666666666666666,15208,1708,2,2
Outros,Secundário,13.0,4.5,1.6166666666666667,5040,1012,1,2
Residência,Residência,17.5,19.5,1.6,1012,5040,2,2
Trabalho,Trabalho,6.666666666666667,10.833333333333334,1.75,5040,1009,1,2
Residência,Residência,17.5,13.166666666666666,2.1666666666666665,1009,5040,2,2
Trabalho,Trabalho,5.416666666666667,12.083333333333334,1.5833333333333333,5040,20205,1,2
Residência,Residência,17.5,11.916666666666666,2.0,20205,5040,2,2
Trabalho,Trabalho,13.0,3.0,1.8333333333333333,5040,1530,1,2
Residência,Residência,16.0,14.0,1.5,1530,5040,2,2
Trabalho,Trabalho,6.0,9.0,1.1666666666666667,5040,5025,1,2
Residência,Residência,15.0,15.0,1.5,5025,5040,2,2
Trabalho,Trabalho,6.5,8.5,1.1666666666666667,5040,5025,1,2
Residência,Residência,15.0,15.5,1.5,5025,5040,2,2
Saúde,Secundário,6.0,3.25,1.8333333333333333,5040,5323,1,2
Residência,Residência,9.25,20.75,0.8166666666666667,5323,5040,2,2
Trabalho,Trabalho,5.833333333333333,12.166666666666666,2.083333333333333,5040,1034,1,3
Escola,Escola,18.0,4.5,1.0,1034,1149,2,3
Residência,Residência,22.5,7.333333333333333,1.9833333333333327,1149,5040,3,3
Escola,Escola,11.833333333333334,5.666666666666667,1.1666666666666667,5040,1362,1,2
Residência,Residência,17.5,18.33333333333333,2.0,1362,5040,2,2
Saúde,Secundário,11.833333333333334,2.6666666666666665,1.3333333333333333,5040,1018,1,2
Residência,Residência,14.5,21.33333333333333,1.4166666666666667,1018,5040,2,2
Escola,Escola,17.0,5.0,2.0,5040,1547,1,2
Residência,Residência,22.0,19.0,1.5,1547,5040,2,2
Saúde,Secundário,10.0,2.5,1.25,5040,1017,1,2
Residência,Residência,12.5,21.5,3.0,1017,5040,2,2
Trabalho,Trabalho,6.5,12.0,0.75,5040,1412,1,2
Residência,Residência,18.5,12.0,1.5,1412,5040,2,2
Trabalho,Trabalho,7.0,11.0,1.1666666666666667,5040,1012,1,2
Residência,Residência,18.0,13.0,1.6666666666666667,1012,5040,2,2
Trabalho,Trabalho,6.0,11.0,0.9166666666666666,5040,1343,1,2
Residência,Residência,17.0,13.0,1.4166666666666667,1343,5040,2,2
Saúde,Secundário,14.0,2.5,0.9166666666666666,5040,1433,1,2
Residência,Residência,16.5,21.5,1.5,1433,5040,2,2
Trabalho,Trabalho,5.0,7.0,1.8333333333333333,5040,1631,1,3
Trabalho,Trabalho,12.0,7.0,1.1666666666666667,1631,1023,2,3
Residência,Residência,19.0,10.0,1.5,1023,5040,3,3
Trabalho,Trabalho,6.666666666666667,10.583333333333334,1.3333333333333333,5326,1056,1,2
Residência,Residência,17.25,13.416666666666666,0.9166666666666666,1056,5326,2,2
Trabalho,Trabalho,6.666666666666667,11.5,1.1666666666666667,5326,1021,1,2
Residência,Residência,18.166666666666668,12.5,1.25,1021,5326,2,2
Trabalho,Trabalho,8.0,10.0,0.8333333333333334,5326,1017,1,2
Residência,Residência,18.0,14.0,0.8333333333333334,1017,5326,2,2
Trabalho,Trabalho,8.0,3.5,0.3333333333333333,5326,5326,1,4
Residência,Residência,11.5,6.833333333333333,0.2833333333333333,5326,5326,2,4
Escola,Escola,18.333333333333332,4.166666666666667,0.6666666666666666,5326,1118,3,4
Residência,Residência,22.5,9.5,0.5,1118,5326,4,4
Outros,Secundário,17.833333333333332,1.0,0.7833333333333333,5326,1070,1,2
Residência,Residência,18.833333333333332,23.0,0.5833333333333334,1070,5326,2,2
Trabalho,Trabalho,11.0,11.0,1.3333333333333333,1706,1017,1,2
Residência,Residência,22.0,13.0,0.75,1017,1706,2,2
Saúde,Secundário,6.5,2.5,0.8166666666666667,5037,1068,1,2
Residência,Residência,9.0,21.5,1.0,1068,5037,2,2
Trabalho,Trabalho,11.166666666666666,8.5,1.1166666666666667,5037,1353,1,2
Residência,Residência,19.666666666666668,15.5,1.4666666666666666,1353,5037,2,2
Trabalho,Trabalho,11.0,6.0,0.95,5037,1332,1,2
Residência,Residência,17.0,18.0,3.1333333333333333,1332,5037,2,2
Trabalho,Trabalho,5.5,13.5,1.2833333333333334,5037,1028,1,2
Residência,Residência,19.0,10.5,2.1666666666666665,1028,5037,2,2
Trabalho,Trabalho,6.0,12.0,1.6666666666666667,1706,1070,1,2
Residência,Residência,18.0,12.0,2.1666666666666665,1070,1706,2,2
Trabalho,Trabalho,12.0,8.5,1.25,5039,1122,1,2
Residência,Residência,20.5,15.5,2.0,1122,5039,2,2
Trabalho,Trabalho,5.0,7.0,4.6,5039,18102,1,2
Outros,Secundário,12.0,17.0,3.033333333333333,18102,5037,2,2
Trabalho,Trabalho,5.0,14.65,0.3333333333333333,5056,5038,1,2
Residência,Residência,19.65,9.35,0.4333333333333333,5038,5056,2,2
Trabalho,Trabalho,5.5,12.0,1.3333333333333333,5056,1050,1,2
Residência,Residência,17.5,12.0,1.55,1050,5056,2,2
Trabalho,Trabalho,7.0,9.0,1.1666666666666667,5040,1009,1,2
Residência,Residência,16.0,24.5,1.4833333333333334,1009,5040,2,2
Negócios,Secundário,16.5,1.9166666666666667,1.25,5040,1009,1,2
Residência,Residência,18.416666666666668,22.08333333333333,1.6333333333333333,1009,5040,2,2
Trabalho,Trabalho,5.833333333333333,13.166666666666666,1.6666666666666667,5040,1118,1,2
Residência,Residência,19.0,10.833333333333334,3.2,1118,5040,2,2
Trabalho,Trabalho,6.5,10.5,1.5,5326,1707,1,2
Residência,Residência,17.0,14.333333333333334,1.3333333333333333,1707,5326,2,2
Trabalho,Trabalho,7.333333333333333,9.666666666666666,0.4166666666666667,5326,5321,1,2
Residência,Residência,17.0,16.666666666666668,0.55,5321,5326,2,2
Saúde,Secundário,9.666666666666666,3.0,1.8333333333333333,5037,1007,1,2
Residência,Residência,12.666666666666666,16.666666666666668,1.2666666666666666,1007,5037,2,2
Trabalho,Trabalho,5.333333333333333,14.666666666666666,2.583333333333333,5037,30004,1,2
Residência,Residência,20.0,9.333333333333334,3.066666666666667,30004,5037,2,2
Trabalho,Trabalho,5.5,7.5,1.5,5037,1707,1,2
Residência,Residência,13.0,16.5,1.5833333333333333,1707,5037,2,2
Trabalho,Trabalho,12.333333333333334,6.166666666666667,0.5833333333333334,5037,1306,1,2
Residência,Residência,18.5,17.833333333333332,1.0833333333333333,1306,5037,2,2
Outros,Secundário,14.5,3.75,1.25,5054,1009,1,2
Residência,Residência,18.25,20.25,1.25,1009,5054,2,2
Outros,Secundário,14.5,3.75,1.25,5054,1009,1,2
Outros,Secundário,18.25,20.25,1.1666666666666667,1009,5031,2,2
Outros,Secundário,14.5,3.75,1.25,5054,1009,1,2
Residência,Residência,18.25,20.25,1.25,1009,5054,2,2
Outros,Secundário,9.5,5.0,0.6666666666666666,5040,1342,1,2
Residência,Residência,14.5,19.0,0.8333333333333334,1342,5040,2,2
Trabalho,Trabalho,5.833333333333333,13.166666666666666,1.4666666666666666,5040,1020,1,2
Residência,Residência,19.0,10.833333333333334,2.833333333333333,1020,5040,2,2
Trabalho,Trabalho,5.0,14.0,1.75,5040,17113,1,2
Residência,Residência,19.0,10.0,2.6666666666666665,17113,5040,2,2
Trabalho,Trabalho,6.5,11.5,1.5,1740,1014,1,2
Residência,Residência,18.0,12.5,1.2333333333333334,1014,1740,2,2
Trabalho,Trabalho,7.5,9.5,0.5833333333333334,5326,5316,1,2
Residência,Residência,17.0,14.5,0.25,5316,5326,2,2
Trabalho,Trabalho,7.666666666666667,10.333333333333334,0.8333333333333334,5326,5022,1,3
Escola,Escola,18.0,2.5,1.1666666666666667,5022,1331,2,3
Residência,Residência,20.5,11.166666666666666,0.5833333333333334,1331,5326,3,3
Trabalho,Trabalho,7.75,9.25,0.3666666666666666,5326,1118,1,2
Residência,Residência,17.0,14.75,0.3333333333333333,1118,5326,2,2
Trabalho,Trabalho,6.5,5.5,0.5,5028,5318,1,2
Residência,Residência,12.0,6.0,1.0,5318,5028,2,2
Lazer,Secundário,18.0,3.5,1.1666666666666667,1740,1411,1,2
Residência,Residência,21.5,20.5,1.0833333333333333,1411,1740,2,2
Trabalho,Trabalho,5.0,14.0,1.1666666666666667,5054,1530,1,2
Residência,Residência,19.0,10.0,1.5,1530,5054,2,2
Trabalho,Trabalho,5.0,10.0,1.5,5037,1320,1,2
Residência,Residência,15.0,14.0,1.25,1320,5037,2,2
Negócios,Secundário,15.333333333333334,3.6666666666666665,1.0,5037,1305,1,2
Residência,Residência,19.0,20.33333333333333,1.0,1305,5037,2,2
Outros,Secundário,7.5,4.0,1.6666666666666667,5037,5026,1,2
Residência,Residência,11.5,20.0,1.1666666666666667,5026,5037,2,2
Trabalho,Trabalho,5.5,11.5,1.5,5037,1010,1,2
Residência,Residência,17.0,12.5,2.5,1010,5037,2,2
Trabalho,Trabalho,7.5,10.333333333333334,1.1666666666666667,1708,1017,1,2
Residência,Residência,17.833333333333332,13.666666666666666,2.0,1017,1708,2,2
Saúde,Secundário,10.0,2.6666666666666665,0.5,5056,5326,1,2
Residência,Residência,12.666666666666666,21.33333333333333,0.6666666666666666,5326,5056,2,2
Trabalho,Trabalho,4.5,13.5,1.5333333333333334,5056,1020,1,2
Residência,Residência,18.0,10.5,1.75,1020,5056,2,2
Trabalho,Trabalho,8.666666666666666,10.333333333333334,1.3333333333333333,5056,5023,1,2
Residência,Residência,19.0,13.666666666666666,1.6666666666666667,5023,5056,2,2
Saúde,Secundário,5.0,3.5,2.0,1708,1320,1,2
Residência,Residência,8.5,20.5,4.333333333333333,1320,1708,2,2
Trabalho,Trabalho,7.166666666666667,10.833333333333334,1.3333333333333333,5328,1121,1,2
Residência,Residência,18.0,13.166666666666666,0.6666666666666666,1121,5328,2,2
Trabalho,Trabalho,10.0,8.0,1.0,5328,5011,1,2
Residência,Residência,18.0,16.0,0.9166666666666666,5011,5328,2,2
Negócios,Secundário,19.333333333333332,2.1666666666666665,0.7,5037,5301,1,2
Residência,Residência,21.5,21.83333333333333,0.7166666666666667,5301,5037,2,2
Trabalho,Trabalho,7.416666666666667,10.583333333333334,0.5833333333333334,5037,5037,1,2
Residência,Residência,18.0,13.416666666666666,0.5833333333333334,5037,5037,2,2
Escola,Escola,17.416666666666668,4.833333333333333,1.5833333333333333,5037,1069,1,2
Residência,Residência,22.25,19.166666666666668,1.3166666666666669,1069,5037,2,2
Outros,Secundário,10.0,3.8333333333333335,1.0833333333333333,5037,1011,1,2
Residência,Residência,13.833333333333334,20.166666666666668,1.2,1011,5037,2,2
Escola,Escola,18.166666666666668,3.8333333333333335,0.8333333333333334,5038,5323,1,2
Residência,Residência,22.0,20.166666666666668,0.75,5323,5038,2,2
Outros,Secundário,9.0,3.5,1.4166666666666667,5038,1009,1,2
Residência,Residência,12.5,20.5,1.0833333333333333,1009,5038,2,2
Trabalho,Trabalho,5.0,14.0,0.6666666666666666,1705,1015,1,2
Residência,Residência,19.0,10.0,1.0,1015,1705,2,2
Trabalho,Trabalho,7.0,11.0,1.4166666666666667,5056,1003,1,2
Residência,Residência,18.0,13.0,2.0,1003,5056,2,2
Negócios,Secundário,7.0,7.0,1.1666666666666667,5056,1305,1,2
Residência,Residência,14.0,17.0,1.4166666666666667,1305,5056,2,2
Trabalho,Trabalho,5.0,12.0,1.0,5056,1306,1,2
Residência,Residência,17.0,12.0,1.5,1306,5056,2,2
Trabalho,Trabalho,5.833333333333333,10.833333333333334,0.8333333333333334,1707,1392,1,2
Residência,Residência,16.666666666666668,13.166666666666666,2.4166666666666665,1392,1707,2,2
Trabalho,Trabalho,11.5,7.0,1.0833333333333333,5037,1319,1,2
Residência,Residência,18.5,17.0,1.75,1319,5037,2,2
Trabalho,Trabalho,7.666666666666667,10.333333333333334,1.25,5037,1362,1,2
Residência,Residência,18.0,13.666666666666666,1.25,1362,5037,2,2
Trabalho,Trabalho,6.0,1.5833333333333333,1.5833333333333333,5037,1010,1,3
Trabalho,Trabalho,7.583333333333333,11.583333333333334,1.1666666666666667,1010,1716,2,3
Residência,Residência,19.166666666666668,10.833333333333334,2.4166666666666665,1716,5037,3,3
Trabalho,Trabalho,7.083333333333333,10.916666666666666,1.25,5037,1018,1,2
Residência,Residência,18.0,13.083333333333334,1.1666666666666667,1018,5037,2,2
Escola,Escola,6.166666666666667,5.416666666666667,0.5833333333333334,5037,5026,1,2
Residência,Residência,11.583333333333334,18.58333333333333,0.5833333333333334,5026,5037,2,2
Saúde,Secundário,13.0,2.1666666666666665,1.0833333333333333,5038,5301,1,2
Residência,Residência,15.166666666666666,21.83333333333333,1.75,5301,5038,2,2
Outros,Secundário,7.5,3.0,1.4166666666666667,5038,5301,1,2
Residência,Residência,10.5,21.0,0.9166666666666666,5301,5038,2,2
Saúde,Secundário,12.0,4.0,2.0,5056,1153,1,2
Residência,Residência,16.0,20.0,1.75,1153,5056,2,2
Outros,Secundário,14.5,3.0,1.1666666666666667,5056,1068,1,2
Residência,Residência,17.5,21.0,1.0,1068,5056,2,2
Saúde,Secundário,5.166666666666667,8.5,1.1666666666666667,1708,1009,1,2
Residência,Residência,13.666666666666666,15.5,0.8333333333333334,1009,1708,2,2
Trabalho,Trabalho,8.5,10.0,0.5,1708,1701,1,2
Residência,Residência,18.5,14.0,0.5,1701,1708,2,2
Trabalho,Trabalho,6.5,10.166666666666666,1.3333333333333333,5040,1012,1,2
Residência,Residência,16.666666666666668,13.833333333333334,1.25,1012,5040,2,2
Trabalho,Trabalho,11.333333333333334,6.666666666666667,0.6666666666666666,5040,1451,1,2
Residência,Residência,18.0,17.333333333333332,0.6666666666666666,1451,5040,2,2
Outros,Secundário,7.0,3.333333333333333,1.8333333333333333,5040,1009,1,2
Residência,Residência,10.333333333333334,20.666666666666668,1.0,1009,5040,2,2
Trabalho,Trabalho,4.0,10.2,1.6666666666666667,5040,1535,1,2
Residência,Residência,14.2,13.8,1.6333333333333333,1535,5040,2,2
Escola,Escola,6.0,12.0,1.4166666666666667,5327,1025,1,2
Residência,Residência,18.0,12.0,1.5833333333333333,1025,5327,2,2
Trabalho,Trabalho,8.0,11.166666666666666,1.4166666666666667,5327,1022,1,2
Residência,Residência,19.166666666666668,12.833333333333334,1.5,1022,5327,2,2
Trabalho,Trabalho,7.0,11.5,0.75,5327,1804,1,2
Residência,Residência,18.5,12.5,1.0,1804,5327,2,2
Trabalho,Trabalho,6.0,11.25,0.6666666666666666,5327,5024,1,2
Residência,Residência,17.25,12.75,1.25,5024,5327,2,2
Saúde,Secundário,5.0,4.0,1.4166666666666667,5037,1017,1,2
Residência,Residência,9.0,20.0,1.3,1017,5037,2,2
Trabalho,Trabalho,5.0,12.0,1.1666666666666667,5037,5330,1,2
Residência,Residência,17.0,12.0,1.6333333333333333,5330,5037,2,2
Negócios,Secundário,8.0,3.0,0.8333333333333334,5037,1306,1,2
Residência,Residência,11.0,21.0,1.0833333333333333,1306,5037,2,2
Trabalho,Trabalho,6.666666666666667,11.333333333333334,1.5,5037,1128,1,2
Residência,Residência,18.0,12.666666666666666,1.55,1128,5037,2,2
Escola,Escola,18.0,5.5,1.25,5037,1012,1,2
Residência,Residência,23.5,18.5,1.1166666666666667,1012,5037,2,2
Trabalho,Trabalho,5.75,12.25,2.833333333333333,5037,1023,1,2
Residência,Residência,18.0,11.75,2.216666666666667,1023,5037,2,2
Outros,Secundário,10.5,5.0,1.0,1708,1712,1,2
Residência,Residência,15.5,19.0,0.6666666666666666,1712,1708,2,2
Trabalho,Trabalho,10.0,11.5,1.75,1708,1415,1,2
Residência,Residência,21.5,12.5,2.333333333333333,1415,1708,2,2
Trabalho,Trabalho,5.0,9.333333333333334,1.1666666666666667,5036,5309,1,2
Residência,Residência,14.333333333333334,14.666666666666666,0.9166666666666666,5309,5036,2,2
Lazer,Secundário,10.0,7.0,2.083333333333333,5051,1318,1,2
Residência,Residência,17.0,17.0,1.3333333333333333,1318,5051,2,2
Negócios,Secundário,10.0,3.0,1.3333333333333333,5041,5322,1,2
Residência,Residência,13.0,21.0,1.05,5322,5041,2,2
Saúde,Secundário,14.75,1.75,1.0,5041,5330,1,2
Residência,Residência,16.5,22.25,1.3333333333333333,5330,5041,2,2
Outros,Secundário,8.166666666666666,7.833333333333333,0.8333333333333334,1708,1009,1,2
Residência,Residência,16.0,16.166666666666668,1.5833333333333333,1009,1708,2,2
Trabalho,Trabalho,5.333333333333333,12.166666666666666,1.3333333333333333,5052,5301,1,2
Residência,Residência,17.5,11.833333333333334,1.0833333333333333,5301,5052,2,2
Outros,Secundário,7.0,3.5,0.3,5052,5052,1,2
Residência,Residência,10.5,20.5,0.0833333333333333,5052,5052,2,2
Saúde,Secundário,7.0,3.5,0.3,5052,5052,1,2
Residência,Residência,10.5,20.5,0.0833333333333333,5052,5052,2,2
Saúde,Secundário,8.666666666666666,2.583333333333333,0.8333333333333334,5052,5326,1,2
Residência,Residência,11.25,21.416666666666668,0.55,5326,5052,2,2
Trabalho,Trabalho,7.0,11.666666666666666,1.5833333333333333,5052,1122,1,2
Residência,Residência,18.666666666666668,12.333333333333334,1.8,1122,5052,2,2
Outros,Secundário,12.833333333333334,3.1666666666666665,1.5,5052,1017,1,2
Residência,Residência,16.0,20.83333333333333,1.8333333333333333,1017,5052,2,2
Outros,Secundário,9.0,2.0,1.0,5010,5301,1,2
Residência,Residência,11.0,22.0,1.05,5301,5010,2,2
Saúde,Secundário,6.5,3.25,1.6666666666666667,5010,5303,1,2
Residência,Residência,9.75,20.75,2.25,5303,5010,2,2
Trabalho,Trabalho,5.5,11.5,1.3333333333333333,5010,5301,1,2
Residência,Residência,17.0,12.5,1.6666666666666667,5301,5010,2,2
Trabalho,Trabalho,7.25,11.75,1.9166666666666667,5016,1025,1,2
Residência,Residência,19.0,12.25,1.6666666666666667,1025,5016,2,2
Negócios,Secundário,12.5,0.6666666666666666,0.5,1706,1709,1,3
Negócios,Secundário,13.166666666666666,1.3333333333333333,0.5,1709,1424,2,3
Residência,Residência,14.5,22.0,1.0,1424,1706,3,3
Outros,Secundário,13.5,2.5,0.9166666666666666,5016,5008,1,2
Residência,Residência,16.0,21.5,1.4166666666666667,5008,5016,2,2
Escola,Escola,13.5,2.5,0.9166666666666666,5016,5008,1,2
Residência,Residência,16.0,21.5,1.4166666666666667,5008,5016,2,2
Trabalho,Trabalho,6.0,8.333333333333334,1.9166666666666667,5016,1012,1,2
Residência,Residência,14.333333333333334,15.666666666666666,2.083333333333333,1012,5016,2,2
Trabalho,Trabalho,10.75,10.25,1.0833333333333333,1453,1329,1,2
Residência,Residência,21.0,13.75,0.75,1329,1453,2,2
Saúde,Secundário,12.333333333333334,3.6666666666666665,1.5833333333333333,1453,1029,1,2
Residência,Residência,16.0,20.33333333333333,1.6666666666666667,1029,1453,2,2
Trabalho,Trabalho,9.0,8.5,1.0,1453,1012,1,2
Residência,Residência,17.5,15.5,1.25,1012,1453,2,2
Trabalho,Trabalho,7.0,10.5,1.0,1439,1386,1,2
Residência,Residência,17.5,13.5,0.9166666666666666,1386,1439,2,2
Saúde,Secundário,7.0,3.0,1.3333333333333333,1418,1620,1,3
Lazer,Secundário,10.0,4.0,0.5,1620,1809,2,3
Residência,Residência,14.0,17.0,1.3333333333333333,1809,1418,3,3
Trabalho,Trabalho,12.5,7.5,1.1666666666666667,1418,1626,1,2
Residência,Residência,20.0,16.5,1.3333333333333333,1626,1418,2,2
Escola,Escola,6.5,5.166666666666667,0.4166666666666667,1418,1313,1,2
Residência,Residência,11.666666666666666,18.83333333333333,0.4166666666666667,1313,1418,2,2
Escola,Escola,6.5,5.0,0.6666666666666666,1418,1314,1,2
Residência,Residência,11.5,19.0,0.75,1314,1418,2,2
Saúde,Secundário,6.666666666666667,2.333333333333333,1.25,1418,1012,1,2
Residência,Residência,9.0,21.666666666666668,0.9833333333333332,1012,1418,2,2
Negócios,Secundário,13.0,2.0,0.6666666666666666,1418,1385,1,2
Residência,Residência,15.0,22.0,0.9166666666666666,1385,1418,2,2
Trabalho,Trabalho,5.666666666666667,9.833333333333334,1.0,1418,1626,1,2
Residência,Residência,15.5,14.166666666666666,1.25,1626,1418,2,2
Trabalho,Trabalho,6.416666666666667,11.583333333333334,1.75,1418,1115,1,2
Residência,Residência,18.0,12.416666666666666,1.9166666666666667,1115,1418,2,2
Trabalho,Trabalho,12.0,10.0,1.5,1418,1014,1,2
Residência,Residência,22.0,14.0,1.6666666666666667,1014,1418,2,2
Outros,Secundário,8.0,9.0,1.0,1418,1009,1,2
Residência,Residência,17.0,15.0,1.1666666666666667,1009,1418,2,2
Escola,Escola,12.0,5.333333333333333,1.0,1418,1301,1,2
Residência,Residência,17.333333333333332,18.666666666666668,1.6666666666666667,1301,1418,2,2
Escola,Escola,6.5,10.666666666666666,0.8333333333333334,1426,1411,1,2
Residência,Residência,17.166666666666668,13.333333333333334,1.25,1411,1426,2,2
Trabalho,Trabalho,8.5,9.5,1.0833333333333333,1417,1009,1,2
Residência,Residência,18.0,14.5,1.75,1009,1417,2,2
Trabalho,Trabalho,8.5,9.5,1.0833333333333333,1417,1009,1,2
Residência,Residência,18.0,14.5,1.75,1009,1417,2,2
Trabalho,Trabalho,4.0,14.0,0.5833333333333334,1417,1009,1,2
Residência,Residência,18.0,10.0,1.75,1009,1417,2,2
Trabalho,Trabalho,7.0,10.5,0.8333333333333334,1417,1420,1,2
Residência,Residência,17.5,13.5,0.9166666666666666,1420,1417,2,2
Trabalho,Trabalho,6.5,10.5,0.4166666666666667,1450,1419,1,2
Residência,Residência,17.0,13.5,0.7833333333333333,1419,1450,2,2
Trabalho,Trabalho,7.0,9.5,0.8333333333333334,1450,1342,1,2
Residência,Residência,16.5,14.5,1.05,1342,1450,2,2
Negócios,Secundário,10.0,2.0,1.0,1449,1012,1,2
