MOTIVO_VIAGEM,MOTIVOS_PRIMARIOS,HORARIO_INICIO_VIAGEM,TEMPO_ENTRE_EMBARQUES,TEMPO_DESLOCAMENTO,AH_ORIGEM,AH_DESTINO,ID_VIAGEM,QTD_VIAGENS_IND
Trabalho,Trabalho,6.333333333333333,7.666666666666667,1.5,1646,1069,1,2
Residência,Residência,14.0,16.333333333333332,1.2,1069,1646,2,2
Trabalho,Trabalho,7.333333333333333,7.5,1.3333333333333333,1646,1012,1,2
Residência,Residência,14.833333333333334,16.5,1.0333333333333334,1012,1646,2,2
Trabalho,Trabalho,5.5,12.0,1.75,1646,1024,1,2
Residência,Residência,17.5,12.0,2.083333333333333,1024,1646,2,2
Trabalho,Trabalho,6.333333333333333,11.5,1.2,1646,1526,1,2
Escola,Escola,17.833333333333332,13.166666666666666,0.5833333333333334,1526,1075,2,2
Trabalho,Trabalho,7.0,5.0,1.0,1649,1405,1,2
Residência,Residência,12.0,18.83333333333333,1.3333333333333333,1405,1649,2,2
Trabalho,Trabalho,6.833333333333333,11.166666666666666,1.1666666666666667,1649,1016,1,2
Residência,Residência,18.0,12.833333333333334,1.5833333333333333,1016,1649,2,2
Trabalho,Trabalho,5.0,9.0,1.0,1649,1025,1,2
Residência,Residência,14.0,15.0,2.1666666666666665,1025,1649,2,2
Trabalho,Trabalho,6.0,11.0,0.8333333333333334,1649,1633,1,2
Residência,Residência,17.0,13.0,2.25,1633,1649,2,2
Trabalho,Trabalho,5.833333333333333,9.166666666666666,1.5,1649,1019,1,2
Residência,Residência,15.0,14.833333333333334,1.1666666666666667,1019,1649,2,2
Trabalho,Trabalho,7.666666666666667,10.666666666666666,1.6666666666666667,1649,1022,1,2
Residência,Residência,18.333333333333332,13.333333333333334,1.6666666666666667,1022,1649,2,2
Trabalho,Trabalho,7.333333333333333,11.166666666666666,1.9166666666666667,1649,1030,1,2
Residência,Residência,18.5,12.833333333333334,1.8333333333333333,1030,1649,2,2
Escola,Escola,5.833333333333333,5.5,1.25,1649,1009,1,2
Residência,Residência,11.333333333333334,18.5,1.25,1009,1649,2,2
Trabalho,Trabalho,5.0,12.0,1.8333333333333333,1649,1151,1,2
Residência,Residência,17.0,12.0,2.583333333333333,1151,1649,2,2
Saúde,Secundário,6.333333333333333,5.166666666666667,1.5833333333333333,1649,1012,1,2
Residência,Residência,11.5,18.83333333333333,1.0833333333333333,1012,1649,2,2
Escola,Escola,6.333333333333333,5.0,0.5833333333333334,1649,1640,1,2
Residência,Residência,11.333333333333334,19.0,0.8333333333333334,1640,1649,2,2
Escola,Escola,6.5,5.0,1.4166666666666667,1638,1010,1,2
Residência,Residência,11.5,18.5,1.1666666666666667,1010,1638,2,2
Trabalho,Trabalho,6.0,13.0,0.9166666666666666,1638,1802,1,2
Residência,Residência,19.0,11.0,1.0833333333333333,1802,1638,2,2
Escola,Escola,6.0,5.666666666666667,2.25,1638,1108,1,2
Residência,Residência,11.666666666666666,18.33333333333333,1.6666666666666667,1108,1638,2,2
Trabalho,Trabalho,5.583333333333333,11.416666666666666,1.1666666666666667,1638,1329,1,2
Residência,Residência,17.0,12.583333333333334,1.45,1329,1638,2,2
Trabalho,Trabalho,7.0,10.0,1.0,1638,1075,1,2
Residência,Residência,17.0,21.0,1.0,1075,1638,2,2
Trabalho,Trabalho,14.0,8.0,0.5833333333333334,1639,1654,1,2
Residência,Residência,22.0,16.0,0.8666666666666667,1654,1639,2,2
Lazer,Secundário,12.916666666666666,2.583333333333333,1.4166666666666667,1639,1057,1,2
Residência,Residência,15.5,21.416666666666668,2.25,1057,1639,2,2
Trabalho,Trabalho,5.0,14.0,1.8333333333333333,1639,5301,1,2
Residência,Residência,19.0,10.0,1.8333333333333333,5301,1639,2,2
Escola,Escola,6.333333333333333,4.25,0.75,1639,1624,1,3
Trabalho,Trabalho,10.583333333333334,6.416666666666667,2.9166666666666665,1624,1014,2,3
Outros,Secundário,17.0,16.5,1.75,1014,1639,3,3
Lazer,Secundário,9.5,1.8333333333333333,0.5,1631,1650,1,2
Residência,Residência,11.333333333333334,22.166666666666668,0.5833333333333334,1650,1631,2,2
Trabalho,Trabalho,6.75,10.25,1.25,1631,1017,1,2
Residência,Residência,17.0,13.75,1.3333333333333333,1017,1631,2,2
Outros,Secundário,9.0,1.3333333333333333,1.0,1631,1010,1,2
Residência,Residência,10.333333333333334,22.666666666666668,1.0,1010,1631,2,2
Saúde,Secundário,9.0,2.6666666666666665,1.2166666666666666,1631,1017,1,2
Residência,Residência,11.666666666666666,21.33333333333333,1.0,1017,1631,2,2
Outros,Secundário,13.833333333333334,0.9166666666666666,0.8333333333333334,1644,1614,1,2
Residência,Residência,14.75,23.08333333333333,0.3333333333333333,1614,1644,2,2
Trabalho,Trabalho,15.333333333333334,7.166666666666667,1.1666666666666667,1644,1008,1,2
Residência,Residência,22.5,16.833333333333332,0.9166666666666666,1008,1644,2,2
Trabalho,Trabalho,6.0,15.0,1.0,1644,1001,1,2
Residência,Residência,21.0,9.0,1.1666666666666667,1001,1644,2,2
Trabalho,Trabalho,5.5,13.5,1.5,1644,1074,1,2
Residência,Residência,19.0,10.5,2.1666666666666665,1074,1644,2,2
Trabalho,Trabalho,12.333333333333334,8.666666666666666,1.0833333333333333,1668,1330,1,2
Residência,Residência,21.0,15.333333333333334,1.1666666666666667,1330,1668,2,2
Escola,Escola,6.833333333333333,4.666666666666667,0.1666666666666666,1668,1646,1,2
Residência,Residência,11.5,19.33333333333333,0.3333333333333333,1646,1668,2,2
Trabalho,Trabalho,13.0,8.0,1.0,1668,1009,1,2
Residência,Residência,21.0,16.0,1.1666666666666667,1009,1668,2,2
Trabalho,Trabalho,6.0,10.0,0.9166666666666666,1668,1012,1,2
Residência,Residência,16.0,14.0,1.3333333333333333,1012,1668,2,2
Outros,Secundário,13.0,2.5,1.1666666666666667,1669,1070,1,2
Residência,Residência,15.5,21.5,1.05,1070,1669,2,2
Outros,Secundário,16.0,3.0,0.9833333333333332,1669,1070,1,2
Residência,Residência,19.0,21.0,0.75,1070,1669,2,2
Outros,Secundário,14.0,4.0,1.0833333333333333,1638,1654,1,2
Trabalho,Trabalho,18.0,20.0,0.8333333333333334,1654,1637,2,2
Trabalho,Trabalho,8.0,9.0,0.6666666666666666,1638,1669,1,2
Residência,Residência,17.0,15.0,0.5833333333333334,1669,1638,2,2
Escola,Escola,5.5,6.5,1.25,1638,1603,1,2
Residência,Residência,12.0,17.5,1.25,1603,1638,2,2
Saúde,Secundário,5.833333333333333,5.166666666666667,1.5833333333333333,1638,1017,1,2
Residência,Residência,11.0,18.83333333333333,1.25,1017,1638,2,2
Saúde,Secundário,7.0,3.5,1.4166666666666667,1640,1020,1,2
Residência,Residência,10.5,20.5,1.2,1020,1640,2,2
Outros,Secundário,13.5,3.5,1.0,1640,1002,1,2
Residência,Residência,17.0,20.5,1.5333333333333334,1002,1640,2,2
Trabalho,Trabalho,5.5,6.5,1.3333333333333333,1670,1531,1,2
Residência,Residência,12.0,17.5,1.45,1531,1670,2,2
Escola,Escola,6.0,5.666666666666667,1.0833333333333333,1670,1610,1,2
Residência,Residência,11.666666666666666,18.33333333333333,1.0,1610,1670,2,2
Outros,Secundário,18.5,2.0,0.5,1670,1654,1,2
Residência,Residência,20.5,22.0,0.5,1654,1670,2,2
Escola,Escola,6.833333333333333,4.666666666666667,0.1666666666666666,1670,1633,1,2
Residência,Residência,11.5,19.33333333333333,0.5,1633,1670,2,2
Negócios,Secundário,9.0,2.0,1.1666666666666667,1670,1012,1,2
Residência,Residência,11.0,22.0,1.0833333333333333,1012,1670,2,2
Negócios,Secundário,9.0,2.333333333333333,1.5,1670,1012,1,2
Residência,Residência,11.333333333333334,21.666666666666668,1.1666666666666667,1012,1670,2,2
Trabalho,Trabalho,7.0,10.0,1.1666666666666667,1612,1062,1,2
Residência,Residência,17.0,14.0,1.3333333333333333,1062,1612,2,2
Trabalho,Trabalho,8.0,9.0,1.0,1612,1405,1,2
Residência,Residência,17.0,15.0,1.8333333333333333,1405,1612,2,2
Trabalho,Trabalho,7.0,11.5,1.0,1612,1522,1,2
Residência,Residência,18.5,12.5,1.6666666666666667,1522,1612,2,2
Trabalho,Trabalho,4.0,9.0,1.0,1643,1707,1,2
Residência,Residência,13.0,15.0,1.0,1707,1643,2,2
Trabalho,Trabalho,7.25,11.75,0.9166666666666666,1643,1627,1,2
Residência,Residência,19.0,12.25,0.9166666666666666,1627,1665,2,2
Trabalho,Trabalho,6.0,10.0,1.4166666666666667,1643,1018,1,2
Residência,Residência,16.0,14.0,1.1666666666666667,1018,1643,2,2
Outros,Secundário,9.0,2.0,1.1666666666666667,1639,1070,1,2
Residência,Residência,11.0,22.0,1.1666666666666667,1070,1639,2,2
Trabalho,Trabalho,6.5,11.5,1.5833333333333333,1631,1021,1,2
Residência,Residência,18.0,12.5,1.75,1021,1631,2,2
Lazer,Secundário,19.0,3.583333333333333,0.5,1631,1654,1,2
Residência,Residência,22.583333333333332,20.416666666666668,0.25,1654,1631,2,2
Negócios,Secundário,13.333333333333334,2.75,1.25,1631,1068,1,2
Residência,Residência,16.083333333333332,21.25,2.0,1068,1631,2,2
Lazer,Secundário,17.0,3.1666666666666665,1.1,1632,1528,1,2
Residência,Residência,20.166666666666668,20.83333333333333,1.0,1528,1632,2,2
Trabalho,Trabalho,7.0,12.0,1.1666666666666667,1632,1070,1,2
Residência,Residência,19.0,12.0,0.8333333333333334,1070,1632,2,2
Trabalho,Trabalho,7.0,12.0,0.8333333333333334,1670,1405,1,2
Residência,Residência,19.0,12.0,0.6166666666666667,1405,1670,2,2
Trabalho,Trabalho,7.0,11.5,1.0,1612,1070,1,2
Residência,Residência,18.5,12.5,1.4166666666666667,1070,1612,2,2
Trabalho,Trabalho,7.5,10.5,1.0833333333333333,1643,1010,1,2
Residência,Residência,18.0,13.5,1.1666666666666667,1010,1643,2,2
Trabalho,Trabalho,8.5,11.666666666666666,1.1666666666666667,1643,1511,1,2
Residência,Residência,20.166666666666668,12.333333333333334,1.1666666666666667,1511,1643,2,2
Trabalho,Trabalho,7.0,10.0,1.5833333333333333,1643,1725,1,2
Residência,Residência,17.0,14.0,1.6666666666666667,1725,1643,2,2
Trabalho,Trabalho,7.5,12.5,1.0,1668,1025,1,2
Residência,Residência,20.0,11.5,1.5,1025,1668,2,2
Trabalho,Trabalho,6.0,14.166666666666666,1.1666666666666667,1668,1012,1,2
Residência,Residência,20.166666666666668,9.833333333333334,1.5,1012,1668,2,2
Outros,Secundário,12.0,0.45,0.3333333333333333,1668,1670,1,3
Escola,Escola,12.45,4.883333333333334,0.4666666666666667,1670,1525,2,3
Residência,Residência,17.333333333333332,18.666666666666668,1.0833333333333333,1525,1668,3,3
Trabalho,Trabalho,6.166666666666667,11.666666666666666,1.0,1668,1010,1,2
Residência,Residência,17.833333333333332,12.333333333333334,1.1333333333333333,1010,1668,2,2
Escola,Escola,6.0,5.333333333333333,1.0,1668,1528,1,2
Residência,Residência,11.333333333333334,18.666666666666668,0.95,1528,1668,2,2
Trabalho,Trabalho,7.0,11.0,1.25,1668,1001,1,2
Residência,Residência,18.0,13.0,1.5,1001,1668,2,2
Negócios,Secundário,10.5,5.5,1.3333333333333333,18105,18107,1,2
Residência,Residência,16.0,18.5,1.0,18107,18105,2,2
Trabalho,Trabalho,5.0,12.0,1.6666666666666667,1639,1012,1,2
Residência,Residência,17.0,12.0,1.3833333333333333,1012,1639,2,2
Outros,Secundário,12.0,4.333333333333333,1.0,1639,1010,1,2
Trabalho,Trabalho,16.333333333333332,15.666666666666666,0.8333333333333334,1010,1639,2,2
Negócios,Secundário,8.0,2.0,1.0,1638,1010,1,2
Residência,Residência,10.0,22.0,0.5,1010,1638,2,2
Saúde,Secundário,12.0,4.0,1.5,1638,1007,1,2
Residência,Residência,16.0,20.0,1.3333333333333333,1007,1638,2,2
Trabalho,Trabalho,5.166666666666667,10.166666666666666,1.75,1638,1539,1,2
Residência,Residência,15.333333333333334,13.833333333333334,1.1666666666666667,1539,1638,2,2
Trabalho,Trabalho,11.0,10.0,1.0,1638,1052,1,2
Residência,Residência,21.0,14.0,1.0,1052,1638,2,2
Trabalho,Trabalho,5.0,13.5,1.0,1638,1135,1,2
Residência,Residência,18.5,10.5,1.5,1135,1638,2,2
Trabalho,Trabalho,5.0,12.0,1.25,1638,1015,1,2
Residência,Residência,17.0,12.0,2.25,1015,1638,2,2
Trabalho,Trabalho,7.333333333333333,9.666666666666666,0.5,1638,1604,1,2
Residência,Residência,17.0,14.333333333333334,0.5,1604,1638,2,2
Trabalho,Trabalho,7.5,8.833333333333334,0.3333333333333333,1638,1634,1,2
Residência,Residência,16.333333333333332,15.166666666666666,0.3333333333333333,1634,1638,2,2
Outros,Secundário,14.5,2.1666666666666665,0.8333333333333334,1638,1332,1,2
Residência,Residência,16.666666666666668,21.83333333333333,1.25,1332,1638,2,2
Escola,Escola,18.333333333333332,4.333333333333333,0.75,1638,1632,1,2
Residência,Residência,22.666666666666668,19.666666666666668,0.5,1632,1638,2,2
Escola,Escola,6.0,5.333333333333333,1.1666666666666667,1638,1525,1,2
Residência,Residência,11.333333333333334,18.666666666666668,1.3333333333333333,1525,1638,2,2
Negócios,Secundário,13.25,3.0,1.0833333333333333,1640,1011,1,2
Residência,Residência,16.25,21.0,1.0833333333333333,1011,1640,2,2
Trabalho,Trabalho,11.0,8.833333333333334,0.9666666666666668,1640,1018,1,2
Residência,Residência,19.833333333333332,15.166666666666666,0.8333333333333334,1018,1640,2,2
Outros,Secundário,18.0,2.0,0.8333333333333334,18007,18008,1,2
Residência,Residência,20.0,22.0,1.3333333333333333,18008,18007,2,2
Trabalho,Trabalho,7.5,5.5,1.1666666666666667,1632,1012,1,2
Outros,Secundário,13.0,19.5,0.9166666666666666,1012,1631,2,2
Escola,Escola,8.5,7.5,0.6666666666666666,1632,1614,1,2
Residência,Residência,16.0,16.5,1.0,1614,1632,2,2
Trabalho,Trabalho,6.666666666666667,7.333333333333333,1.3333333333333333,1640,1535,1,2
Residência,Residência,14.0,16.666666666666668,1.25,1535,1640,2,2
Trabalho,Trabalho,6.0,12.0,1.0,1640,1522,1,2
Residência,Residência,18.0,12.0,1.4666666666666666,1522,1640,2,2
Trabalho,Trabalho,4.75,10.583333333333334,1.0833333333333333,1640,1027,1,2
Residência,Residência,15.333333333333334,13.416666666666666,1.3333333333333333,1027,1640,2,2
Trabalho,Trabalho,7.0,9.333333333333334,0.75,1617,1001,1,2
Residência,Residência,16.333333333333332,14.666666666666666,0.5333333333333333,1001,1617,2,2
Trabalho,Trabalho,7.0,9.5,1.0,1617,1026,1,2
Residência,Residência,16.5,14.5,0.9666666666666668,1026,1617,2,2
Trabalho,Trabalho,7.0,10.0,0.9166666666666666,1617,1012,1,2
Residência,Residência,17.0,14.0,0.9666666666666668,1012,1617,2,2
Lazer,Secundário,7.25,3.25,1.75,1639,1120,1,2
Residência,Residência,10.5,20.75,1.5,1120,1639,2,2
Trabalho,Trabalho,6.25,11.75,0.9166666666666666,1639,1411,1,2
Residência,Residência,18.0,12.25,1.25,1411,1639,2,2
Outros,Secundário,9.5,2.5,1.3333333333333333,1631,1008,1,2
Residência,Residência,12.0,21.5,1.0,1008,1631,2,2
Outros,Secundário,5.833333333333333,1.3333333333333333,1.1666666666666667,1631,1070,1,3
Trabalho,Trabalho,7.166666666666667,9.833333333333334,0.25,1070,1043,2,3
Residência,Residência,17.0,12.833333333333334,0.8333333333333334,1043,1631,3,3
Trabalho,Trabalho,6.0,13.333333333333334,1.1666666666666667,1640,1021,1,2
Residência,Residência,19.333333333333332,10.666666666666666,1.1166666666666667,1021,1640,2,2
Trabalho,Trabalho,6.833333333333333,8.166666666666666,1.1666666666666667,1810,1122,1,2
Residência,Residência,15.0,15.833333333333334,1.4166666666666667,1122,1810,2,2
Trabalho,Trabalho,8.0,11.333333333333334,1.1666666666666667,1664,1009,1,2
Residência,Residência,19.333333333333332,12.666666666666666,1.0,1009,1664,2,2
Lazer,Secundário,9.666666666666666,3.333333333333333,1.1666666666666667,1664,1534,1,2
Residência,Residência,13.0,20.666666666666668,1.3333333333333333,1534,1664,2,2
Trabalho,Trabalho,7.0,11.0,1.5,1664,1004,1,2
Residência,Residência,18.0,13.0,1.75,1004,1664,2,2
Trabalho,Trabalho,5.333333333333333,8.333333333333334,1.0833333333333333,1664,1327,1,2
Residência,Residência,13.666666666666666,15.666666666666666,1.3333333333333333,1327,1664,2,2
Negócios,Secundário,14.25,1.25,0.5833333333333334,1631,1624,1,2
Residência,Residência,15.5,22.75,0.5,1624,1631,2,2
Outros,Secundário,9.0,2.0,0.8333333333333334,1631,1009,1,2
Residência,Residência,11.0,22.0,0.8333333333333334,1009,1631,2,2
Trabalho,Trabalho,6.0,12.0,1.3333333333333333,1631,1012,1,2
Residência,Residência,18.0,12.0,1.5833333333333333,1012,1631,2,2
Trabalho,Trabalho,12.833333333333334,9.166666666666666,0.9166666666666666,1670,1624,1,2
Residência,Residência,22.0,14.833333333333334,1.0,1624,1670,2,2
Escola,Escola,11.5,6.5,0.9166666666666666,1612,1411,1,2
Residência,Residência,18.0,17.5,1.0,1411,1612,2,2
Trabalho,Trabalho,7.5,7.5,0.5,1612,1603,1,2
Residência,Residência,15.0,16.5,0.8333333333333334,1603,1612,2,2
Trabalho,Trabalho,14.5,8.5,0.8333333333333334,1810,1342,1,2
Residência,Residência,23.0,15.5,0.9833333333333332,1342,1810,2,2
Escola,Escola,17.5,5.0,1.3333333333333333,1639,1354,1,2
Residência,Residência,22.5,19.0,1.3333333333333333,1354,1639,2,2
Outros,Secundário,10.0,3.0,1.25,1641,1012,1,2
Residência,Residência,13.0,21.0,1.4666666666666666,1012,1641,2,2
Trabalho,Trabalho,5.0,16.0,1.25,1639,1070,1,2
Residência,Residência,21.0,8.0,1.5833333333333333,1070,1639,2,2
Trabalho,Trabalho,6.0,12.0,1.6666666666666667,1639,1526,1,2
Residência,Residência,18.0,12.0,1.5,1526,1639,2,2
Trabalho,Trabalho,7.0,12.0,1.1666666666666667,1639,1013,1,2
Residência,Residência,19.0,12.0,1.2166666666666666,1013,1639,2,2
Trabalho,Trabalho,10.5,6.5,2.5,1640,1543,1,2
Residência,Residência,17.0,17.5,1.75,1543,1640,2,2
Escola,Escola,6.0,5.333333333333333,1.0833333333333333,1640,1624,1,2
Residência,Residência,11.333333333333334,18.666666666666668,1.4166666666666667,1624,1640,2,2
Trabalho,Trabalho,5.5,11.5,1.3333333333333333,1640,1069,1,2
Residência,Residência,17.0,12.5,1.5,1069,1640,2,2
Trabalho,Trabalho,5.5,11.5,1.5833333333333333,1640,1034,1,2
Residência,Residência,17.0,12.5,1.8333333333333333,1034,1640,2,2
Trabalho,Trabalho,8.0,9.5,1.0833333333333333,1640,1608,1,2
Residência,Residência,17.5,14.5,1.4166666666666667,1608,1640,2,2
Trabalho,Trabalho,7.0,14.0,1.1666666666666667,1638,1122,1,2
Residência,Residência,21.0,10.0,1.5833333333333333,1122,1638,2,2
Trabalho,Trabalho,4.833333333333333,10.166666666666666,1.25,1638,1009,1,2
Residência,Residência,15.0,13.833333333333334,1.25,1009,1638,2,2
Trabalho,Trabalho,6.0,11.0,1.55,1638,1329,1,2
Residência,Residência,17.0,13.0,1.8333333333333333,1329,1638,2,2
Negócios,Secundário,17.483333333333334,2.183333333333333,1.2666666666666666,1640,1355,1,2
Residência,Residência,19.666666666666668,21.816666666666663,1.2,1355,1640,2,2
Outros,Secundário,17.5,2.1666666666666665,1.25,1640,1355,1,2
Residência,Residência,19.666666666666668,21.83333333333333,1.2,1355,1640,2,2
Trabalho,Trabalho,6.833333333333333,11.166666666666666,1.1666666666666667,1640,1012,1,2
Residência,Residência,18.0,12.833333333333334,1.6666666666666667,1012,1640,2,2
Lazer,Secundário,13.25,5.25,2.1666666666666665,1638,8011,1,2
Residência,Residência,18.5,18.75,2.0,8011,1638,2,2
Outros,Secundário,13.25,5.25,2.1666666666666665,1638,8011,1,2
Residência,Residência,18.5,18.75,2.0,8011,1638,2,2
Trabalho,Trabalho,5.666666666666667,11.333333333333334,1.5,1640,1066,1,2
Residência,Residência,17.0,12.666666666666666,1.5833333333333333,1066,1640,2,2
Trabalho,Trabalho,8.5,10.5,1.0,1632,1014,1,2
Residência,Residência,19.0,13.5,1.0,1014,1632,2,2
Trabalho,Trabalho,7.0,14.0,1.25,1811,1426,1,2
Residência,Residência,21.0,10.0,1.0,1426,1811,2,2
Trabalho,Trabalho,6.083333333333333,10.916666666666666,0.8333333333333334,1670,1604,1,2
Residência,Residência,17.0,13.083333333333334,1.5,1604,1670,2,2
Trabalho,Trabalho,5.166666666666667,14.166666666666666,1.5,1670,1122,1,2
Residência,Residência,19.333333333333332,9.833333333333334,1.5,1122,1670,2,2
Trabalho,Trabalho,7.5,7.5,1.3333333333333333,1670,1069,1,2
Residência,Residência,15.0,16.5,1.0,1069,1670,2,2
Trabalho,Trabalho,13.5,8.833333333333334,1.1666666666666667,1670,1330,1,2
Residência,Residência,22.333333333333332,15.166666666666666,1.4166666666666667,1330,1670,2,2
Trabalho,Trabalho,7.0,11.0,1.0,1612,1001,1,2
Residência,Residência,18.0,13.0,1.0,1001,1612,2,2
Trabalho,Trabalho,7.0,9.5,1.75,1644,1027,1,2
Residência,Residência,16.5,14.5,1.9166666666666667,1027,1644,2,2
Trabalho,Trabalho,7.0,10.0,1.6333333333333333,1644,1026,1,2
Residência,Residência,17.0,14.0,1.6166666666666667,1026,1644,2,2
Trabalho,Trabalho,6.0,12.0,0.9666666666666668,1644,1528,1,2
Residência,Residência,18.0,12.0,1.1166666666666667,1528,1644,2,2
Trabalho,Trabalho,10.5,7.5,1.5,1644,1116,1,2
Residência,Residência,18.0,16.5,1.6166666666666667,1116,1644,2,2
Escola,Escola,6.0,6.0,0.9166666666666666,1644,1632,1,2
Residência,Residência,12.0,18.0,1.0833333333333333,1632,1644,2,2
Trabalho,Trabalho,5.333333333333333,9.5,1.1666666666666667,1646,1654,1,2
Outros,Secundário,14.833333333333334,22.166666666666668,1.0,1654,1645,2,2
Trabalho,Trabalho,13.0,9.0,1.0,1645,1012,1,2
Residência,Residência,22.0,15.0,1.0,1012,1645,2,2
Trabalho,Trabalho,12.5,9.5,1.5,1667,1006,1,2
Residência,Residência,22.0,14.5,1.25,1006,1667,2,2
Trabalho,Trabalho,6.0,10.0,1.5,1667,1065,1,2
Residência,Residência,16.0,14.0,1.6,1065,1667,2,2
Trabalho,Trabalho,16.0,8.0,1.9166666666666667,1667,1389,1,2
Residência,Residência,0.0,16.0,1.75,1389,1667,2,2
Escola,Escola,6.166666666666667,5.25,0.8333333333333334,1638,1624,1,2
Residência,Residência,11.416666666666666,18.75,0.8,1624,1638,2,2
Trabalho,Trabalho,7.0,11.0,1.25,1638,1014,1,2
Residência,Residência,18.0,13.0,1.3833333333333333,1014,1638,2,2
Trabalho,Trabalho,6.0,11.0,1.1333333333333333,1638,1545,1,2
Residência,Residência,17.0,13.0,0.9666666666666668,1545,1638,2,2
Trabalho,Trabalho,6.0,11.0,1.1333333333333333,1638,1525,1,2
Residência,Residência,17.0,13.0,0.9666666666666668,1525,1638,2,2
Trabalho,Trabalho,7.0,11.0,0.9666666666666668,1664,1546,1,2
Residência,Residência,18.0,13.0,1.1,1546,1664,2,2
Trabalho,Trabalho,8.0,11.0,0.9666666666666668,1640,1070,1,2
Residência,Residência,19.0,13.0,1.0833333333333333,1070,1640,2,2
Escola,Escola,18.0,4.5,1.0,1633,1010,1,2
Residência,Residência,22.5,19.5,0.7,1010,1633,2,2
Trabalho,Trabalho,7.0,12.0,1.45,1633,1122,1,2
Residência,Residência,19.0,12.0,1.5,1122,1633,2,2
Trabalho,Trabalho,6.5,11.5,0.9166666666666666,1633,1012,1,2
Residência,Residência,18.0,12.5,1.05,1012,1633,2,2
Trabalho,Trabalho,11.0,8.0,1.1666666666666667,1633,1306,1,2
Residência,Residência,19.0,16.0,1.4166666666666667,1306,1633,2,2
Trabalho,Trabalho,7.0,11.0,1.0,1633,1530,1,2
Residência,Residência,18.0,13.0,1.0666666666666669,1530,1633,2,2
Trabalho,Trabalho,5.333333333333333,9.666666666666666,0.75,1633,1342,1,2
Residência,Residência,15.0,14.333333333333334,0.75,1342,1633,2,2
Trabalho,Trabalho,6.5,12.5,1.4166666666666667,1644,1012,1,2
Residência,Residência,19.0,11.5,1.8333333333333333,1012,1644,2,2
Saúde,Secundário,6.0,5.0,1.4166666666666667,1644,1016,1,2
Residência,Residência,11.0,19.0,1.4166666666666667,1016,1644,2,2
Trabalho,Trabalho,4.75,12.25,2.25,1644,1143,1,2
Residência,Residência,17.0,11.75,1.5833333333333333,1143,1644,2,2
Trabalho,Trabalho,12.0,5.0,0.75,1644,1670,1,2
Residência,Residência,17.0,19.0,1.0,1670,1644,2,2
Outros,Secundário,8.0,3.6666666666666665,1.0,1644,1801,1,2
Residência,Residência,11.666666666666666,20.33333333333333,0.9166666666666666,1801,1644,2,2
Negócios,Secundário,11.5,2.5,0.9166666666666666,1645,1012,1,2
Residência,Residência,14.0,21.5,1.05,1012,1645,2,2
Trabalho,Trabalho,13.25,8.75,0.75,1667,1609,1,2
Residência,Residência,22.0,15.25,0.5833333333333334,1609,1667,2,2
Trabalho,Trabalho,14.5,7.5,1.5,1667,22103,1,2
Residência,Residência,22.0,16.5,1.5,22103,1667,2,2
Trabalho,Trabalho,5.833333333333333,14.166666666666666,1.4166666666666667,1667,1001,1,2
Residência,Residência,20.0,9.833333333333334,1.5666666666666669,1001,1667,2,2
Trabalho,Trabalho,6.0,6.0,1.75,1667,1388,1,2
Residência,Residência,12.0,18.0,1.0,1388,1667,2,2
Trabalho,Trabalho,6.0,9.0,1.25,1638,1003,1,2
Residência,Residência,15.0,15.0,1.05,1003,1638,2,2
Trabalho,Trabalho,7.0,10.0,1.2166666666666666,1665,1546,1,2
Residência,Residência,17.0,14.0,1.25,1546,1665,2,2
Trabalho,Trabalho,6.833333333333333,11.166666666666666,1.2166666666666666,1667,1012,1,2
Residência,Residência,18.0,12.833333333333334,1.4166666666666667,1012,1667,2,2
Trabalho,Trabalho,7.0,9.0,1.0,1667,1707,1,2
Residência,Residência,16.0,15.0,0.9166666666666666,1707,1667,2,2
Trabalho,Trabalho,6.25,10.75,1.5,1640,1412,1,2
Residência,Residência,17.0,13.25,1.8333333333333333,1412,1640,2,2
Trabalho,Trabalho,6.5,10.5,1.2166666666666666,1640,1359,1,2
Residência,Residência,17.0,13.5,1.2166666666666666,1359,1640,2,2
Trabalho,Trabalho,6.5,8.333333333333334,2.25,1640,1109,1,2
Residência,Residência,14.833333333333334,15.666666666666666,2.05,1109,1640,2,2
Trabalho,Trabalho,6.5,5.5,1.5,1640,1002,1,4
Residência,Residência,12.0,6.0,1.1666666666666667,1002,1640,2,4
Escola,Escola,18.0,4.666666666666667,0.9166666666666666,1640,1725,3,4
Residência,Residência,22.666666666666668,7.833333333333333,1.0,1725,1640,4,4
Trabalho,Trabalho,12.0,9.0,1.2333333333333334,1640,1070,1,2
Residência,Residência,21.0,15.0,1.3,1070,1640,2,2
Escola,Escola,6.0,5.5,1.5,1632,1144,1,2
Trabalho,Trabalho,11.5,21.33333333333333,1.3,1144,1334,2,2
Saúde,Secundário,8.833333333333334,6.166666666666667,1.1666666666666667,1632,1005,1,2
Residência,Residência,15.0,17.833333333333332,1.25,1005,1632,2,2
Trabalho,Trabalho,5.0,10.0,1.0833333333333333,1664,1010,1,2
Residência,Residência,15.0,14.0,1.0833333333333333,1010,1664,2,2
Negócios,Secundário,9.5,3.0,0.6666666666666666,1617,1009,1,2
Residência,Residência,12.5,21.0,0.6666666666666666,1009,1617,2,2
Trabalho,Trabalho,7.0,9.5,1.3333333333333333,1612,1610,1,2
